"STATEFIP","PUMA","lat","lon"
"09","00102","41.08474365294825","-73.60336268324285"
"09","00101","41.2080680168615","-73.36941774328275"
"09","00100","41.40585764064644","-73.45436221195844"
"09","00103","41.119159595098715","-73.4086239724906"
"09","00105","41.32792244255982","-73.21961605162474"
"09","00104","41.192750102254536","-73.196094527668"
"09","00300","41.944232818613315","-72.70197224544279"
"09","00303","41.813211438945444","-72.82145263994774"
"09","00304","41.676942553630035","-72.92300691518717"
"09","00305","41.64086054686427","-72.7945210744446"
"09","00700","41.464377410773544","-72.53614361310453"
"09","00500","41.79249423779805","-73.24532378410588"
"09","01300","41.85500855931004","-72.33648950875607"
"09","01500","41.82995983719034","-71.98755027114817"
"09","01100","41.540580547122126","-72.08285201711472"
"09","01101","41.36745758696497","-72.14621813249357"
"09","00903","41.38578539022274","-72.99616496197183"
"09","00902","41.461830716674065","-72.81441530378399"
"09","00302","41.76607064431414","-72.68340123122096"
"09","00301","41.7705376710815","-72.5609400089038"
"09","00306","41.67642481551039","-72.5770817497198"
"09","00901","41.55824428867334","-73.03612977834923"
"09","00900","41.49417754808226","-73.07151548239479"
"09","00904","41.25543723941547","-73.02957735468912"
"09","00905","41.31146060491897","-72.92500516464824"
"09","00906","41.33091207100684","-72.72490439748903"
"23","00500","44.490134008094564","-68.7988305058851"
"23","00400","44.40916013493401","-69.76726439424928"
"23","00100","46.20214477463282","-68.32791636246841"
"23","00200","45.378278751612974","-69.92443754834233"
"23","00700","43.930920785892745","-70.07909076520254"
"23","01000","43.673012017234605","-70.30220790598187"
"23","00800","43.58816242138104","-70.71558092054953"
"23","00900","43.65729711337162","-70.38576475347288"
"23","00600","44.16584842970537","-70.20644499591153"
"23","00300","45.400512327516154","-68.64942812793846"
"25","04800","41.598688403350266","-70.25803165941409"
"25","04000","42.1012150513189","-71.05694471528388"
"25","04901","42.036498511429286","-71.00143601643221"
"25","04902","41.950686316849875","-70.85086287816644"
"25","03900","42.21396316271342","-70.91601401617515"
"25","04301","41.68708115790247","-70.92474120270721"
"25","04903","41.97544920908763","-70.6780201463866"
"25","04700","41.66679976499088","-70.49087366126507"
"25","00100","42.3706738938289","-73.20640387834997"
"25","00504","42.316649189905064","-71.4529383227194"
"25","03400","42.32964193949486","-71.18999726769653"
"25","00505","42.41396910252325","-71.16475557851233"
"25","00503","42.45010292939121","-71.2539623013812"
"25","03500","42.28819277291852","-71.30019216835268"
"25","00506","42.37582056549102","-71.11841334908141"
"25","00508","42.426025117538806","-71.0897894052209"
"25","01000","42.55291295439547","-71.02239975085766"
"25","02400","42.209195273253876","-71.46108454946436"
"25","00507","42.398195719456425","-71.07981589234966"
"25","02800","42.479520981709804","-71.08201257954563"
"25","01400","42.45608140831987","-71.46276314995845"
"25","01300","42.59994718037331","-71.20660873264404"
"25","00502","42.63887272107317","-71.3217144002679"
"25","00501","42.6409719256747","-71.43910719105585"
"25","00400","42.563668745981055","-71.93889791173092"
"25","04303","41.91628008422275","-71.12690619992523"
"25","04200","41.87637563971472","-71.2774109766343"
"25","04302","41.71974101358863","-71.1090991273157"
"25","04500","41.65932830185421","-70.91667694466715"
"25","03303","42.312028486306424","-71.05165136209484"
"25","03306","42.39821920378254","-71.00235343918695"
"25","03302","42.3683021087523","-71.0370522872156"
"25","03304","42.30703194761757","-71.08632024195033"
"25","03301","42.35091398508662","-71.13241156490137"
"25","03305","42.2814729161045","-71.13237668543456"
"25","00304","42.09323192341912","-71.8242743358663"
"25","00301","42.565348853276674","-71.83773161514675"
"25","00302","42.303432565874864","-72.02645748354193"
"25","00303","42.283949072400695","-71.66274042948012"
"25","00300","42.27054254612598","-71.80794044982461"
"25","00200","42.53815108106921","-72.63796782055992"
"25","00704","42.474335892075096","-70.95206776186191"
"25","00703","42.679268290630404","-70.82360625130376"
"25","00702","42.701185596451765","-70.98823327878799"
"25","00701","42.757100828903866","-71.13102028306712"
"25","03602","42.187095316275915","-71.1200535357082"
"25","03603","42.2458918589006","-71.0491531382023"
"25","03601","42.091796649766486","-71.32052429744202"
"25","01900","42.11549780088428","-72.53952541267587"
"25","01901","42.117743055422906","-72.71229150490504"
"25","01902","42.12818860575041","-72.48291415734876"
"25","01600","42.21194591757982","-72.61790524450217"
"33","00300","43.305537091065844","-71.04684026186524"
"33","00200","43.7240465666338","-71.35432550126825"
"33","00700","43.01112217655426","-71.43722478110809"
"33","01000","42.93731867996596","-71.02713328684483"
"33","00500","43.11049827228601","-72.23872964471728"
"33","00100","44.32591323145294","-71.5555925927864"
"33","00400","43.2562439549523","-71.66273000437296"
"34","01205","40.04591068423167","-74.10558928171312"
"34","01202","39.929284277339896","-74.19992455626291"
"34","01204","40.03935434310958","-74.38603207251617"
"34","01203","40.05553732016708","-74.1966759501805"
"34","02400","39.34751943592768","-75.05997517294499"
"36","03802","40.81673298117204","-73.95577906267943"
"50","00100","44.68719782902798","-73.0307789164811"
"50","00400","43.58052233056612","-73.08711771719626"
"50","00200","44.58138360884278","-72.24521011415027"
"50","00300","43.51133842602696","-72.56786782405747"
"34","01103","40.27644662033138","-74.02618007929703"
"34","01102","40.21197086926269","-74.40950982812419"
"34","01106","40.24998404880699","-74.2044869157248"
"34","00101","39.475554130827454","-74.48670682081953"
"34","02600","39.15353430961775","-74.80424130894542"
"34","00102","39.485777110288694","-74.73164565441034"
"34","02202","39.69260614688506","-75.13971588348149"
"34","02201","39.80135995723512","-75.12701833976753"
"34","00503","41.07767602558357","-74.33953745429864"
"34","01503","40.88647748713581","-74.38936313170005"
"34","00502","40.915736161767086","-74.20543592042274"
"34","00303","40.841854495881364","-73.99696091836647"
"34","00305","40.9764560928244","-73.97461899710362"
"34","00308","41.00360782480738","-74.07783598854327"
"34","00306","41.04624891428198","-74.18589735517277"
"36","00200","44.22482141937198","-74.093447449314"
"36","02701","41.80433087184428","-74.6156605060173"
"36","02702","41.82424851824148","-74.086691391984"
"36","02401","42.10148085267009","-76.85264643328281"
"36","02402","42.29280946851121","-77.24368155122099"
"36","03810","40.71738149367676","-74.0072250939926"
"36","03212","40.619510179079896","-73.70695694385323"
"36","03209","40.66997391022437","-73.5302507083117"
"36","03206","40.69092876250982","-73.59634499453851"
"33","00800","42.98445414917717","-71.44453129422202"
"33","00600","42.90820951547795","-71.80714492172787"
"33","00900","42.76317914579948","-71.41844091916397"
"34","01301","40.72597505571334","-74.16110901902842"
"34","01302","40.726548697312126","-74.20705262117328"
"34","01402","40.747134384985706","-74.24210217487709"
"34","01403","40.85260979789723","-74.26353436437316"
"34","01003","40.592097161391926","-74.5626856560442"
"34","00800","40.567285698064374","-74.91221897398056"
"34","01700","40.85724909320296","-74.99701052369767"
"34","01401","40.80832421480129","-74.1715652685124"
"34","01404","40.77845897609708","-74.30567674072107"
"34","00701","40.786830993079995","-74.0447836601814"
"34","00702","40.75932942112303","-74.02935472706922"
"34","00601","40.736994890856536","-74.05536620680728"
"34","00602","40.704950010221324","-74.07792904529698"
"34","00703","40.72223929760069","-74.11957533366517"
"34","02500","39.551515538999325","-75.32657018997688"
"34","01105","40.38839416163786","-74.16556181535259"
"34","01101","40.18316552267944","-74.08017917620283"
"34","01104","40.377807402678435","-74.0556448009043"
"34","00400","40.91468749562927","-74.16241813076932"
"34","01600","41.13946478752987","-74.69022909673488"
"34","01501","40.96728243762466","-74.48679250323816"
"34","01504","40.75972024004037","-74.46358106288798"
"34","02101","39.94388002915196","-75.08468006795631"
"34","02103","39.73965540463794","-74.9140452352845"
"34","02102","39.84691187165706","-75.01286619369743"
"34","02104","39.88340523982103","-74.98581981533911"
"34","00905","40.574500116240486","-74.27865563355176"
"34","00907","40.47505734843994","-74.30973288014975"
"34","00901","40.35737457035104","-74.37658210936274"
"34","00904","40.52570012671801","-74.36143658531478"
"34","00906","40.465451706587494","-74.42425966402077"
"34","00902","40.37418386362849","-74.52025609321225"
"34","00903","40.56712482610213","-74.43979172389726"
"34","01201","39.74809419234363","-74.29464602148114"
"34","00501","40.8589523875789","-74.14292551979733"
"34","02001","40.064794389235466","-74.86496461719945"
"34","02003","39.85514019079988","-74.6112644905861"
"34","02002","39.89778819677295","-74.87961272367488"
"34","01002","40.46512224258106","-74.60648528135403"
"34","01001","40.61802153354799","-74.63808404608685"
"34","01502","40.820928914364075","-74.69129651226763"
"34","01800","40.66643709617499","-74.19389587903939"
"34","01904","40.62449456961386","-74.26559620605357"
"34","01901","40.68938419146612","-74.26484256005548"
"34","01903","40.62804504662714","-74.37558619579752"
"34","01902","40.68692629262477","-74.36810006762956"
"34","02303","40.21040868936682","-74.64766115817592"
"34","02301","40.25089563260805","-74.78802399757818"
"34","02302","40.31950934830667","-74.71025173326491"
"34","00304","40.907482094177155","-74.10734271873096"
"34","00302","40.82350926605617","-74.08600906052885"
"34","00307","40.93535487664741","-74.04615558181644"
"34","00301","40.88994892066999","-74.01773559239227"
"36","03807","40.754021163394015","-73.99213959424435"
"36","03806","40.784175180114225","-73.972295273163"
"36","03203","40.76870303826439","-73.49088361380596"
"36","03204","40.75545449744371","-73.63664303231135"
"36","03801","40.856050611916075","-73.9307255398214"
"36","03803","40.8133751948876","-73.94445319014362"
"36","03809","40.71937326001598","-73.98614297991435"
"36","00704","42.91156691842042","-76.42741368634785"
"36","00702","43.16584883399075","-76.25418497002632"
"36","00703","43.03861966257641","-76.16871111754672"
"36","03805","40.77149650041352","-73.95559750983334"
"36","03804","40.79473522161313","-73.93504362279829"
"36","03808","40.74534968048452","-73.97507813862136"
"36","03901","40.54481877192576","-74.18712301213415"
"36","03902","40.59362515233032","-74.13373383671644"
"36","03903","40.62700394379452","-74.11905870047356"
"36","02500","42.25247721351281","-78.39299176377936"
"36","00905","43.17733349455867","-77.85395609167306"
"36","04006","40.67498891759665","-73.94400148656518"
"36","00904","43.223179537478295","-77.70210090442586"
"36","00903","43.163288199066166","-77.64145260607799"
"36","00902","43.165849571326646","-77.58579689824919"
"36","00901","43.196778824148446","-77.47133384951428"
"36","00906","43.03984225270715","-77.56438382729289"
"36","03202","40.8452944999209","-73.55679851850168"
"36","03208","40.678971819572915","-73.45598695815276"
"36","03201","40.80406030377578","-73.68039142485792"
"36","03210","40.62713894361582","-73.5998638524344"
"36","03207","40.72176099051459","-73.53507726984891"
"36","03211","40.67545485085001","-73.67984699916425"
"36","03303","40.86490398155866","-73.21737594364015"
"36","03304","40.931859820088626","-73.00033285522103"
"36","03306","40.82828778610123","-72.85586607836014"
"36","03311","40.71564328111416","-73.22689970500716"
"36","03312","40.68554080067797","-73.34701854426017"
"36","03302","40.81430683671896","-73.36505520011075"
"36","03307","40.82148087358276","-73.00168900984161"
"36","03205","40.71464648050059","-73.6753058860882"
"36","00403","42.66225113489638","-74.86670749699263"
"36","00401","43.41059573460454","-75.15248480888664"
"36","00701","43.04091051745267","-76.14357434066594"
"36","02100","42.263403207327464","-73.87916600986001"
"36","02801","41.80956277421744","-73.7134731468156"
"36","02802","41.57929290430282","-73.86584336880354"
"36","01700","42.818121227919605","-74.05857256779969"
"36","01400","42.773616777951915","-77.22963357903036"
"36","02203","42.29024684871486","-75.2508105212954"
"36","01802","43.139963389497915","-73.87949610471473"
"36","01801","42.941960343482044","-73.78474579311172"
"36","02002","42.59682860989122","-73.9819327867102"
"36","02001","42.669745047993096","-73.79953825359513"
"36","02202","42.18522805803412","-76.14931494478923"
"36","02201","42.100677654593284","-75.99582505192168"
"36","03309","40.777150251056106","-73.11168783459013"
"36","03313","40.72688227706781","-73.38111791548799"
"36","03706","40.870291553123785","-73.89102742035759"
"36","03702","40.889939133149966","-73.86173052053722"
"36","03705","40.84540151735062","-73.88763683493774"
"36","03308","40.8591671125368","-73.07489983169481"
"36","03310","40.77849659846256","-73.2283073712615"
"36","03002","41.07866978257518","-73.99754114879337"
"36","03003","41.15112300278395","-74.11344129833013"
"36","03001","41.206653163082095","-74.01341936572615"
"36","00300","43.44354951167656","-73.64881131380781"
"36","00600","43.42610732424028","-76.14112798542392"
"36","03103","41.24289727801801","-73.68725769532071"
"36","03104","40.99764178195414","-73.71358899555973"
"36","03106","40.946502631532425","-73.86369571663694"
"36","03105","41.02416830772667","-73.80907373574084"
"36","03102","41.20126174159644","-73.8599575108634"
"36","03107","40.93005835365804","-73.80198751379822"
"36","00100","44.49102092908841","-75.06289914518733"
"36","02300","42.452016261788756","-76.47365861833534"
"36","02600","42.228115894844166","-79.3663401049432"
"36","03708","40.83252459015082","-73.92146693945958"
"36","03704","40.85617314942473","-73.85256192215337"
"36","03710","40.8093899284106","-73.8992372706162"
"36","03709","40.82522931961795","-73.85939234856906"
"36","03701","40.889462931052336","-73.90508205276844"
"36","03703","40.85036159255151","-73.81563411205717"
"36","03707","40.85217065189957","-73.90976933071207"
"36","01207","42.62885335314293","-78.76070444140484"
"36","01206","42.93110116918963","-78.87600269376443"
"36","01201","43.005266408501626","-78.92399927436215"
"36","01204","42.87158697851875","-78.7580081423732"
"36","01205","42.88672974064245","-78.8333291138075"
"36","01202","43.01169606870588","-78.75694981971661"
"36","01203","42.93701062494823","-78.5831694712677"
"36","01600","43.02198890113338","-74.42977643394234"
"36","04013","40.622834296682264","-74.02408153041975"
"36","04012","40.65006389955497","-74.0022278869425"
"36","04005","40.67194681286959","-73.98826415696227"
"36","04018","40.58147815089146","-73.98097997320696"
"36","04004","40.69266839213774","-73.97745351364149"
"36","04009","40.615786955206694","-73.8996817910622"
"36","04016","40.5949536619332","-73.94869184433676"
"36","04017","40.60687435940199","-73.99368629741335"
"36","04008","40.664972633395564","-73.87776345405693"
"36","04014","40.629931835349055","-73.98268349606903"
"36","04015","40.630402086373536","-73.95913910043768"
"36","04011","40.661359443322006","-73.947888292386"
"36","04001","40.71862714619948","-73.94799462916596"
"36","04007","40.66820982164205","-73.90719250699647"
"36","04003","40.68986972637063","-73.94106896736244"
"36","04102","40.76167025204856","-73.87595550822185"
"36","04010","40.64767734141535","-73.93430215204461"
"36","04002","40.696941832013145","-73.92065427686092"
"36","01500","42.7761235131323","-75.84194100214452"
"36","00500","43.91295295668901","-75.68055179923053"
"36","01000","43.112264714414366","-78.21033930378753"
"36","02903","41.29780599683042","-74.22477827170133"
"36","02902","41.43998470057661","-74.46464486052072"
"36","02901","41.50597899433246","-74.11144230573406"
"36","01101","43.09160800434478","-78.92455240385593"
"36","01102","43.215986456095","-78.71654828475455"
"36","03101","41.42600334637813","-73.74898760791972"
"36","01300","42.71568938199642","-77.99193770128745"
"36","01900","42.711054665283726","-73.50971506984546"
"36","00402","43.14106161896548","-75.38474469903744"
"36","00800","43.00956216104812","-76.94964696571846"
"36","03305","40.961977768733995","-72.44039840622715"
"36","03301","40.8892417053615","-73.39896979961314"
"36","04110","40.710415219630605","-73.88948645684428"
"36","04108","40.722664781166394","-73.85171604447332"
"36","04109","40.740596057550604","-73.92008068151952"
"36","04107","40.74062880288104","-73.85512443363689"
"36","04101","40.768673318660966","-73.91779929672745"
"36","04111","40.696366878654935","-73.84160608332355"
"36","04106","40.72586008742693","-73.79620671295534"
"36","04112","40.691636445243546","-73.77865780401928"
"36","04113","40.66940486688416","-73.8329979894956"
"36","04105","40.68062079674432","-73.75502938463916"
"42","01400","41.30218097662301","-80.25770225410294"
"42","00200","41.74503928931319","-79.71965882427854"
"42","01100","40.70250455853821","-77.31323922122807"
"42","02200","40.44078780553204","-78.11800927474823"
"42","01900","40.72314787456789","-79.25481897009618"
"42","00500","41.63259407843117","-75.42565068667679"
"42","00300","41.47987423456836","-78.36261307335293"
"42","01501","40.95643915550575","-80.331411990223"
"42","03800","39.97799659480119","-78.65442007363652"
"42","02701","40.430901931073834","-76.12154011300551"
"42","02702","40.25223282279342","-75.91557847368922"
"42","02703","40.44502634653806","-75.78893145330207"
"42","00900","41.29762001174406","-77.30460118032435"
"42","03001","40.43863821985304","-75.24018458655078"
"42","03002","40.29888242119757","-75.04631792872182"
"42","03003","40.19337999087611","-74.8521834780203"
"42","03004","40.15578217159127","-74.9650403035982"
"42","02302","40.227904830945654","-77.03174763601032"
"42","02301","40.28997971074196","-77.29925382099977"
"42","02500","40.36723173892065","-76.45771200952116"
"42","00400","41.72573202698122","-76.82052981505717"
"42","00803","41.1184682617941","-76.28952589112801"
"36","04104","40.75655193516547","-73.75923236186055"
"42","00801","41.2106701417452","-75.81133530703025"
"42","00802","41.06501929901177","-75.98334703973794"
"42","01000","40.890238845657045","-76.69828423628731"
"42","03603","39.81931477613598","-76.62906007795917"
"42","03601","39.95529020579792","-76.72012892897709"
"42","03602","40.052133700407424","-76.86564459918107"
"42","02003","40.283863505091304","-79.33950086690383"
"42","02002","40.24463448148613","-79.68053282884924"
"42","02001","40.50060352626681","-79.64947614416587"
"42","01300","41.29284461573189","-79.36819404593238"
"42","03900","39.919899598069215","-79.64736934702877"
"42","03106","40.11189413158128","-75.17599736921531"
"42","03103","40.08289884155901","-75.35197980099119"
"42","03102","40.31713417000047","-75.40618024231051"
"42","03105","40.191851642571656","-75.17896193442634"
"42","03101","40.26267377181054","-75.54311955219805"
"42","03104","40.168021135493426","-75.34176949774397"
"42","02600","40.705800572389535","-76.21595483228404"
"42","04002","39.9365360970005","-80.19538843491992"
"42","02402","40.434532696307","-76.77191675340524"
"42","02401","40.29089091358713","-76.82877677789318"
"42","02100","40.49529401034288","-78.7137032905605"
"42","02902","40.7921923022012","-75.30839127362766"
"42","02901","40.62956076248218","-75.30914885110676"
"42","00702","41.47947629097439","-75.806791892998"
"42","02802","40.549503121420585","-75.49369552377371"
"42","02801","40.83449448618306","-75.69976024796046"
"42","02803","40.59610111050109","-75.47554188508157"
"36","04103","40.77149359372779","-73.81571280129565"
"36","04114","40.5940726984794","-73.81955060902737"
"42","00600","41.05806782125769","-75.33947631727055"
"42","03303","39.871252443315065","-75.32366490953802"
"42","03304","39.8897234269473","-75.4734707391171"
"42","03302","39.93483004251151","-75.30304095079882"
"42","03301","39.98813862871181","-75.36952682075571"
"42","01200","40.91934161371953","-77.81995121377307"
"42","03201","40.084386639242126","-75.01105295789978"
"42","03203","40.02035857798024","-75.06037953070334"
"42","03205","39.99319559472566","-75.11713794185412"
"42","03209","39.95205004021846","-75.15769092438917"
"42","03211","39.91215751936232","-75.1658164294521"
"42","03210","39.916216097972615","-75.223388423187"
"42","03404","39.84023798318062","-75.84980572638578"
"42","03402","40.00069344043039","-75.569866714174"
"42","03403","40.03748585332756","-75.79146168925554"
"42","03401","40.14038305470547","-75.61369730319515"
"42","03503","40.013432649974256","-76.11481084799075"
"42","03504","39.993154934546055","-76.37255786854769"
"42","03501","40.02445284179991","-76.25878381584688"
"42","03502","40.15671359492136","-76.46171683483928"
"42","01804","40.464032463277796","-79.79048568931638"
"42","01701","40.45922151141908","-79.95838310490454"
"42","01802","40.60868192384536","-79.95228243954921"
"42","01803","40.52071258244632","-79.99580187245057"
"42","01702","40.415541851392966","-79.99803157090864"
"42","01806","40.37909297639521","-80.02514576238313"
"42","01805","40.305067373260684","-79.85988085932152"
"42","01807","40.323743964606486","-80.04110686695756"
"42","01801","40.46287584453944","-80.19983516645647"
"44","00300","41.58714770338898","-71.24487638644142"
"44","00101","41.87678837109291","-71.64244415170596"
"44","00102","41.929305142778766","-71.4255420519503"
"44","00104","41.77905084434613","-71.4437259170101"
"42","03207","39.99333338656422","-75.16695669686023"
"42","03208","39.97971921290353","-75.22097630495281"
"42","03202","40.05473963857509","-75.07607905266342"
"42","03204","40.04594603904275","-75.14271877548576"
"44","00103","41.82348201713032","-71.42182014869347"
"44","00201","41.67196377008863","-71.59477951518718"
"44","00400","41.46969543664363","-71.62266895476566"
"42","03206","40.048156470408955","-75.20626626241919"
"42","01600","40.91171994136494","-79.91299254763854"
"42","00102","41.987950221672264","-80.03130973078406"
"42","00101","42.11993815874384","-80.06728657537505"
"42","00701","41.39707784193008","-75.66985497300982"
"42","03701","39.86229879960823","-77.24359652281613"
"42","03702","39.93772841007065","-77.73062063771268"
"42","01502","40.647461905164825","-80.3567726578524"
"42","04001","40.264012625715665","-80.31342573398081"
